,Title,Score,Comment
174,플레인,7,리암리슨의 액션쾌감은 몇년 가질 못했지만 제라르 버틀러의 액션쾌감은 10년이 넘었는데도 여전한  평균치 이상의효력이 있다.
175,낮과 달,10,의외로 영화가 재미있다.
176,서부 전선 이상 없다,10,앵글로색슨과 금융유대인 쓰레기들이 일으킨 전쟁 피흘리는건 숭고한 게르만민족
177,케빈에 대하여,4,쓸데없이 부부관계하는 장면들이 여러번 나오는데 감독은 혹시 엄마에대한 아들의 질투로 시작된 정신적 미약을 얘기하고 싶었던걸까? 암튼 영화는 노잼.
178,블러드 레드 스카이,10,"이런 레전드 뱀파이어 영화가 평점 5점대라니내 인생 공포,감동,몰입도까지 이렇게 완벽한영화는 없었다"
179,영웅,10,"아 간만에 좋았다. 영화보는것 같았네. 국뽕이 누가 지루하다더냐. 사실 국뽕만큼 재밌는게 어딨다고.우리끼리라도 우리가 잘한다고 칭찬해야지., 정성화 노래는 잘하는것도 맞지만 증말 가슴을 후벼파네.김고은이 너무너무잘해서 놀랐고, 박진주도 어마어마하고..  마지막 나문희님 노래는 세상에나 .. 후훠"
180,아수라,10,넷플로 이제야 봤는데 연기력이며 연출이며 시간가는줄 모르고 봤습니다
181,다음 소희,10,이영화 안보는 사람없이 모두봤으면 좋겠어요.어떤식으로든 누가됐든 바꿀수있는 계기가되었으면 합니다.
182,완벽한 타인,10,이런류의 영화는 처음본다. 앞으로도 보기 힘들 스타일..
183,마녀(魔女) Part2. The Other One,10,한국영화 시리물중에 수준급인 영화
184,주(咒),10,"끝에 그 구멍 뭔가요?암튼 영화 끝나고 나면 피나게 긁고 있는 내자신을 발견하고 속도 안좋아서 지금 이렇게 쓰는것도 힘들고 귀찮음! 다른공포영화잊고싶음그냥보세요 유전,미드소마는 청순한거였음 ㅎ"
185,미드나잇 익스프레스,9,지옥에서 나가고 싶으면 직접 나가야된다. 아무도 나를 도와주지 않을것이다.
186,아임 히어로 더 파이널,10,엄마 보여드렸는데 매우 만족하셨어요♡
187,신비한 동물들과 덤블도어의 비밀,8,덤블도어의 비밀이라기엔 넘 약하고 신비한 동물도 넘 부족하고 아쉬움이 많았지만 해리포터 프리퀄로 재밌게봤어요
188,압꾸정,1,너무 재밌게 봤습니다.
189,비바리움,1,인간 삶의 관해서 나름의 생각 대로 풀어 낸 모양인데....진짜 개줬같아요 공감가는 부분도 있었고 하지만 다보고나면 기분 더러운 영화입니다추천하고 싶지 않네요 보지마세요 호불호가 갈린다의 문제가 아닙니다진짜 기분 개더러워지는 영홥니다
190,소울메이트,8,재밌음 김다미 연기잘함
191,다음 소희,10,마음이 아프네요아이들의 얘기에 조금만 더 귀기울여 주시길..
192,스즈메의 문단속,10,
193,영웅,10,잊어선 안되는 우리의 역사.. 정말 감사합니다
194,소울메이트,10,등장인물의 서사 및 스토리 연계성이 그 어느 작품과는 차별점을 명확히 드러냈음을 잘 체감할 수 있어서 매우 좋은 작품이라고 생각합니다.
195,나비 효과,10,매 순간의 선택과 작은 행동 하나 하나가 인생을 바꾼다
196,블랙폰,7,진정한 마기꾼을 볼수있었다.
197,더 수어사이드 스쿼드,5,스토리가 개판인데 이걸 또 후속작 낼생각으로 쿠키영상 추가한게 레전드.존시나로 다음 후속작 뭐또 하려나 본데 전혀 기대가안됨...;; 기존 오리지날 캐릭들 다죽여버리고 갑분 존시나...;;
198,다음 소희,10,대한민국 현주소를 너무나도 잘보여주는영화
199,스즈메의 문단속,9,
200,영웅,8,안중근이 노래를 잘하는지 추가로 알게된영화;;
201,스즈메의 문단속,10,안타까운 실화를 바탕으로 상처를 치유하는 희망의 영화!! 최고였음
202,더 웨일,5,돌팔이 간호사  저게 친구냐??친구를 가장한 악마지.환자를 방치한 죄로감옥에서 몇 년 동안 미트볼만 처 먹여라.
203,8월의 크리스마스,6,사랑이라는 감정을 선물해준 여름의 산타
204,스즈메의 문단속,10,사실 날씨의 아이는 기대이하였어서 이번에는 어떨까 했는데 다들 너의이름은이 넘사벽이라고 하지만 개인적으로 저는 너의이름은보다 이번편이 더 재밌었고 인생 처음으로 두번 본 영화가 되었네요 (물론 이전영화들도 재미있게 봤지만요!) 도쿄상공노래 나오는 부분은 특히나 두번째봐도 소름돋고 또 보고 싶어요 ㅠㅠ 제가 원래 감동위주의 스토리 영화보다는 해결해나가는? 그런 사건위주의 스토리를 조금 더 좋아하는 편이라 그런지 스펙타클하고 다 완벽히 좋았어요  앞으로도 좋은영화 많이 만들어 주세요
205,토이 스토리 3,10,역대 모든 영화 역사상 최고의 엔딩.
206,토이 스토리 2,9,내가 가지고 놀던 장난감을 버리지 못 했던 이유.
207,극장판 검정고무신 : 즐거운 나의 집,1,1점도 아까워요정말 너무하네요
208,"귀멸의 칼날: 상현집결, 그리고 도공 마을로",4,"오티티에서 봤던 내용 그대로 한시간넘게 들어가고 대략 1시간 50분정도의 분량 중 새 시리즈는 거의 미리보기수준만 1시간도 안되는 연출이고, 이 분량중 간주 나오는 것과 방금본 장면 2-3번 또나오고 합쳐 30분은 되는거 같더군요. 보는 내내 사기당한거 같다고 했어요. 영화관에서 1인당 관람료가 15,000원 정도인데 이정도면 진짜 관객을 농락하는 수준인거 같습니다. 설마 비싼돈 주고 보는 극장판이 오티티 다시보기와 다음편 미리보기를 늘리고 늘려 연출해놓을 것이라고 상상도 못했고요.무한열차때 기대감으로 영화관갔다가 너무너무너무 후회스럽고 화가나네요. 정말 실망입니다."
209,토이 스토리,10,시간이 지나면 지날수록 아무런 생각없이 이 영화를 보던 때가 생각나다.
210,러브 & 드럭스,10,내가 생각보다 괜찮은 사람임을 깨닫게 해주는 그런 한 명의 연인을 만날 수 있다면
211,영웅,10,
212,스즈메의 문단속,10,진짜.. 올해 인생영화에요.. 꼭 보세요 제발제발제발
213,스즈메의 문단속,6,날씨의 아이 너무 좋았는데 이건..
214,플레인,8,CG는  바닥인데 그거뺴고는 킬링타임으로 아주 준수하네요.
215,샤잠! 신들의 분노,6,DC 다 망치는 문제적 히어로
216,소울메이트,8,원작을 알고 봤고 어느 정도 결말도 예상했지만 나름 재미있게 봤음. 그랬을수도 있었겠네 하고 각 인물들의 입장에서 바라보면 재미있음. 인생에 정답은 없고 그 인생이 언제 갑자기 끝이날지도 모름. 그때그때 감정에 충실하면서 하고싶은 것 하면서 사는것이 베스트!
217,스즈메의 문단속,9,재앙 후 남은 사람들을 안아주고 가야할 길을 알려준 영화그리고 실망시키지 않은 신카이마코토의 영상과 ost
218,1987,10,예전 극정에서 보고 기억에 남아 최근 넷플릭스에서 다시 보고 평점남기네요영화를 넘어 역사의 진실과 재미와 감동을 드리니 못보신 분들 꼭 보시요
219,양들의 침묵,10,진정한 클래식 스릴러. 명작은 세월이 지나도 명작이네
220,루터: 태양의 몰락,10,영화는 발로보나 이리 재밌는걸 평점을 이리낮게
221,멍뭉이,10,잘 보았습니다. 개들은 오로지 주인이 전부입니다.
222,모노노케 히메,10,
223,스즈메의 문단속,1,솔직히 보는내내 '이게 뭐노? '란 생각이 계속 들었음..
224,디태치먼트,10,그것은 구역질나는 마음의 냉정함이었다.
225,스즈메의 문단속,10,"인생 영화에요다들 작화나 영상미, 음악이 좋은 영화라고만 생각하지말아줬으면 좋겠다정말 좋은 영화에요 ㅠㅠㅠ 이 영화는 미쳤어요다들 잘 해석하고 이좋은 영화로위로받았으면 좋겠어요재난= 주인공이 살아온 고난 ,어려움, 트라우마 함축적 의미)마지막은 미래의 자신이 과거의 나를 위로하는 장면이에요 앞으로 사랑하는 사람도 만날거고 잘살아 갈거라고,,ㅠㅠ개연성부터 영상미 모든게 완벽한대 ㅠㅠㅠㅠ 다들 그냥 판타지로만 보는게 아쉬워서 글써요..ㅠㅠ"
226,스즈메의 문단속,10,우리집 고냥이한테 더 잘해야겠다 처음에는 오글거렸는데 나중에는 나도 모르게 집중해서 눈물 흘리고 있었음ㅜ_ㅜ
227,스즈메의 문단속,10,동물 키우셨던 분은 오열 안할 수 없는..일본애니에 눈뜨게 해주셨네요.. 감사해요..진짜 두번 아니 10번도 볼수 있어요 너무재미있어요
228,인민을 위해 복무하라,4,생각만큼 별로는 아니었는데...여주 연기가 진짜 심각한수준; 남주 연기는 고퀄이라 혼자서 영화전체를 하드캐리함.. 여주 대사 한마디 내뱉을때마다 구린딕션으로 집중력 다깨짐
229,소울메이트,10,"연출상 감정선이 이해가 어려운 부분이 간혹 있으나 영상미와 특히 스토리, 연기가 훌륭하였읍니다."
230,플레인,10,재미있게 봤어요. 간만에 집중해서 본 거 같아요
231,소울메이트,6,오글거렸어요 좀.. ㅠ
232,서치 2,10,서치1에 이어서 서치2도 진짜 재밌네요. 반전의 반전의 반전의 반전
233,체인질링,9,다시 봐도 재밌는 영화
234,6번 칸,9,외로움을 감싸주는 사랑
235,더 웨일,4,치킨 피자 햄버거 마지막은 천사가 되는 길
236,뮤즈,8,별 희한한 발상에 이정도면 충분히 볼만합니다
237,아메리칸 선,8,"연극을 영화로 옮겨 만들었다는데한정된 무대에서 단 4명의 배우의 연기로 작지만 큰 울림을 주는 영화이다. 배우들의 연기가 정말 좋다. 흑인 여주인공이 극을 이끄는 중심으로 백인 경관, 백인인 여자의 남편, 흑인경위까지 훌륭한 연기 앙상블로 극을 긴장을 늦추지 않고 끌고 나가는 힘이 놀랍다."
238,갑둔리 흉가,8,긴장감 쩌네요~너무 무서워서 혼자는 못볼듯
239,지금 만나러 갑니다,10,손예진 너무너무이뻐ㅜㅜ
240,헌트,10,
241,불릿 트레인,10,내가 이런 분위기를 좋아해서 그런가? 되게 재밌고 질질 끄는 것도 없이 잘 봤음.
242,서치 2,8,기생충 처럼ㅋㅋ빗속 인터폰 부터 전개가 달라짐
243,스즈메의 문단속,2,영상미는 좋았는데 개연성 최악..  극 F들만 보세요.. 뭘 그렇게까지 희생하는지 저는 도저히 이해불가..
244,타짜: 원 아이드 잭,2,캐스팅 미스...영화..대작을 음....   망첫다는느너낌 역시 타자1못따라가네요..
245,스즈메의 문단속,10,너무 감동적이었습니다.자연재해 인한 피해 가족들의 아픔을 공감할수 있었어요.
246,소울메이트,10,연기도 연출도 배경도 다 너무 좋았습니다 재밌게 잘 봤어요다시보고 싶은 영화네요 n차 관람하려구요
247,뉴 폴리스 스토리,8,"생각하는 대로 말하지 않고 남들이 적어주는 대로 생각하게 되니 이 영화를 함부로 깎아내리지. 실제로 그럭저럭 나쁘지 않은 액션 영화고, 설정이 엉성하긴 하지만 그런대로 때릴 때는 때리는 영화입니다. 적어도 2004년경까지는 성룡이 몸싸움 액션에 한해서는 상당히 몸 관리를 잘 하고 있다는 사실을 알 수 있습니다. 게다가 이 영화의 제작 연도를 고려해보았을 때, 다크나이트에 상당한 영향을 주었다고 강하게 추정할 수도 있죠. 가면을 쓴 악당들, 은행털이, 텅빈 대로 대로 한 가운데에서 적을 불러내는 악역, 뒤집어지는 자동차, 등등 보고 있으면 합리적 의구심이 들고요. 나름 볼만한 구석이 많은 영화인데 제대로 음미하지도 않고 깎아내리네요. 아무런 창의성 없는 우리나라 범죄 정치 영화보다는 훨씬 낫습니다."
248,스즈메의 문단속,10,마지막 울뻔 초반도 진짜 좋은데 마지막이 ㄹㅈㄷ
249,미드나잇 인 파리,10,가슴에 여운이 남았네요
250,클래식,10,잔잔한 감동  그리고  감미로운  음악
251,스즈메의 문단속,10,꼭 봐라 누가 좀 별로였다 성인미자 뭐라고 하더라도 다 ㅈ까고 제발 봐줘 제발 진짜 제발벅차오르고 진짜 영화값 하나도 안 아까움 영화 끝나고 가는 길에 ost 들으면 걍 극락
252,아임 히어로 더 파이널,10,
253,스즈메의 문단속,10,
254,스즈메의 문단속,8,전 작들 보다 재난에 집중하여 마음따뜻한 위로를 전하는데 성공한 신카이 감독님
255,샤잠! 신들의 분노,4,남주 진짜 개존못이라 개짜증. 저렇게 못생긴 존못 탈모 대머리스타일이 주인공이라니...토나와서 못보겠어...
256,폴: 600미터,1,작위적이고 쓰레기같은 영화
257,소울메이트,10,연기스토리 모두 좋음
258,다음 소희,10,우리들의 이야기..네요
259,아임 히어로 더 파이널,10,임영웅의 명품 목소리와 멋진 모습에 감동 스토리까지 너무 좋았어요 영화지만 저절로 나오는 박수와 함께 장단 맞추고 춤추고 노래하고 싶은데 참느라 혼났네요 너무 좋았어요 매일 보고싶어요
260,디센트,9,
261,어쩌면 우린 헤어졌는지 모른다,10,헤어짐은 자연스러운 일.헤어지고싶은사람의마음을이해한다고알겠다며나는걱정말라며뿌리쳤던기억이 또오르네요…시간이지나면모든게마무리가되는것처럼우리도언제아팠었냐는듯바쁘게살고있겠죠…이별이란 단어가 처음으로 아름다워보이네요.. 헤어짐도 사랑이니까…..
262,신비한 동물들과 덤블도어의 비밀,2,세글자로 표현 가능개 노 잼스토리도 볼거리도 없음의리고 팬심이고 볼 이유 전혀 없음 2시간을 비효율적으로 쓰고 싶지 않다면영화에 평점 이따위로 남긴 것도 처음임감상포인트 OST (해리포터 OST 나옴ㅋ)
263,이니셰린의 밴시,8,영상미에 놀라고 연기에 감탄하다
264,앤트맨과 와스프: 퀀텀매니아,4,그놈의 멀티버스!!!!
265,스즈메의 문단속,10,배경음악이랑 영상이랑 연출 모두 감동했네요...
266,다음 소희,10,"내가 다음소희를 보며 분노심과 안타까움이 생긴 이유는 영화의 스토리 때문도 있겠지만 무엇보다 이러한 대한민국의 학교,노동 현실이 나아지고 개선될거라는 일말의 기대도 생기지 않았기 때문이다 이사회가 어디까지 삭막해지고 비인간적이 되어야 할까"
267,"내 어깨 위 고양이, 밥",9,"언젠가는 떠나겠지만, 떠나기전까지 나를 배신하는 일이 없는 애완동물..실제 기반으로 영화가 만들어졌지만, 대다수 자식들을 분가 시킨 부모님들은 알죠."
268,킹 아서: 제왕의 검,8,이정도면 킬링타임용으로 괜춘. 화장실에서 보기 좋음
269,텔 잇 투 더 비즈,8,찰리는 기특한 아들램이다..
270,샤잠! 신들의 분노,10,디씨의 시대다신선도 굿굿
271,서치 2,9,반전의 반전의 반전SNS 화면으로 전개되는 연출이 신선하면서도 익숙해서 좋았습니다
272,스즈메의 문단속,3,세부적인 연출에 너무 신경을 써서 영화 전반적인 서사와 개연성을 내다버림.
273,소울메이트,10,"정말 또 보고싶을 만큼 정말 재미있게 본 영화입니다! 정말 여운이 많이 남는 것 같아요,,"
274,사이드 이펙트,10,이 작품이 7점대라니...어이가없네...개인적인 의견이지만 반전영화로 재밋다고 생각함. 근데 여주 눈빛이 진짜 약한거같은 ㅋ
275,프레이 포 더 데블,10,괜찮은 공포영화였어요 ㅎㅎ
276,마녀(魔女) Part2. The Other One,8,잘 봤습니다…0!!!
277,대외비,5,사골을 끓이다 못해 원효대사 해골물 된 알탕 영화
278,이니셰린의 밴시,9,마틴 맥도나의 각본은 진짜 경지에 오른 것 같다
279,마들렌,10,풋푸한 신민아 배우님 넘~ 사랑스럽다 그나저나 하정우 20년전이나 지금이나 똑같네 ㅋㅋ
280,서울괴담,9,안무섭네요 ㅎ
281,페르시아의 왕자: 시간의 모래,10,몇OO전 김포공항cgv에서 봣는데 핵꿀잼이엇던 무비. 주차장에서 나가는데 주차비 내라고해서 카드밖에 없어요 햇더니 쿨하게 보내주던 그때~
282,더 퍼스트 슬램덩크,10,미쳤네요 이건 3번째인데도
283,더 퍼스트 슬램덩크,10,처음 본 애니메이션인데 영화본후엔 이미 20년지기 친구가 되어 나옴..
284,살수,2,오 마이 살수 ㅜㅜ 어이없단 말밖에
285,아임 히어로 더 파이널,10,CGV스크린엑스는 콘서트 영화 상영을 적극 늘여야해요영상미가 최고인것 같아요~ 덕분에 콘서트의 감동 그대로 몇배더 행복하게 보았습니다임영웅콘서트 영화 IMHERO 짱이에요
286,대외비,7,배우들 연기만 볼만함
287,소울메이트,10,배우들의 연기와 감독의 연출이 맛있게 어우러져 단백하지만 맛깔나는 음식을 먹은듯하세요~^^
288,스마트폰을 떨어뜨렸을 뿐인데,8,요세 인스타만 봐도 많은 정보가 나올듯해요 그런 정보로 누군가 우연인척 운명인듯 접근한다?  완전 소름;;; 영화 재미있게 봤습니다
289,스즈메의 문단속,9,영화 보는 동안 스즈메가 옮겨가는 지역 곳곳을 함께 여행하고싶은 마음과 그 지역에 담긴 슬픔에 가슴 아픈 순간들. 소타와의 감정이 잘 와닿게 전달되진 않지만 그럼에도 그 둘이 그렇게 문을 닫아야만 했던 마음만큼은 잘 전해졌던. ost와 영상미가 그 자체로 빼어난 영화. 추천합니다
290,압꾸정,1,이걸 본 내 시간이 아깝네
291,샤잠! 신들의 분노,5,
292,더 퍼스트 슬램덩크,9,하.. 둥둥듕둥둥 듣자마자 미치는 줄 알았습니다.
293,비스트,2,첫째 정말 쳐 죽이고 싶다.
294,대무가,5,"신선한 소재이긴 한데? 얼렁뚱땅 스토리텔링이기도 하고! 이상하게 다음 영화는 기대가 되는데, 과연 보고 싶어지려나?"
295,다음 소희,10,49살 실업계 고등학교 졸업한 선배로서 소희에게 너무 미안하네요. 눈이 퉁퉁 부었어요. 대한민국에서 다음 소희는 없길 간절히 기원합니다.
296,더 퍼스트 슬램덩크,10,이미 10번 넘게 봤지만 리뷰는 이제야 남기네요 네 제가 이정도로 여러번 볼 줄 몰랐어요
297,스즈메의 문단속,10,"개인적으로는 전작들보다도 훨씬 재밌었다. 일단 캐릭터들이 다 당차고 미형에 매력적이다. 고구마가 없고 그러면서도 확실한 메세지, 지브리의 향수를 떠올리게 하는 오마주들, 감독 특유의 정말 대단한 영상미와 (정말 영상미 하나만으로도 극장에서 볼 이유는 충분한듯) 전율이 흐르는 음악들까지. 스토리에 개연성이 없다는 말이 있는데 내 생각엔 사소한거 빼면 큰 스토리 흐름은 잘 흘러간다. 마지막엔 눈물만 댕청하게 흘리는 자신을 발견할수 있음.. 암튼 올해 슬램덩크와 더불어 극장에서 보길 잘한 영화에 손꼽힐것같다. 회전문 돌아야겄다.."
298,소울메이트,10,너는 내가되고나는 너가되고이걸로 영화 한편 스토리를 관통할 수 있습니다. 소울영화 등극
299,도희야,7,약자는 약자가 알아본다
300,스즈메의 문단속,5,영상미가 좋아 일본에 가고 싶았던 거 제외하곤 그저그랬다. 서사 실종.
301,드라이브 마이 카,1,하루키 원작과 전혀 다른? 무엇을 말하고 싶은가? 정말 위로가 되었다고?
302,스즈메의 문단속,10,정말 고양이 4마리를 키우는 입장에서 정말 고양이 나올때마다 눈물 주체할수 없었음 지금 영화 끝난지 1시간 지났는데 아직도 훌쩍이는중 ㅠㅠㅠ 너무 재밌다
303,이니셰린의 밴시,8,"너와 나에서 우리 사이에 놓인 심연의 황량함, 일상의 막다른 지점에서 만나는 폐허같은 평온,그 어느 곳에 우리는 머물고 맴돌고...공허와 적막감 속에 웅웅거리는 인간들의체취가 들려오는 내적 바람소리 같은 영화."
304,누구나 아는 비밀,8,아내와 남편(현실)가족끼리 찍으면?패밀리 비즈니스...둘이서 다 해먹네?
305,샤잠! 신들의 분노,8,나는 토르.블랙팬서.앤트맨 보다 훨씬 재밌게 봤다.기대 안해서 그런지 ㅋㅋ 적당한 물량.적당한 병맛. ㅋ
306,더 킬러: 죽어도 되는 아이,1,…..????ㅋㅋㅋㅋ
307,스즈메의 문단속,10,인생이다 진짜 인생이라 했다
308,플레인,10,이런 평범한 액션영화는  졸릴뿐이다.. 내일 보러가야지
309,파더 앤 도터,10,좋은영화네요 눈물이마니남
310,나르코 서브,4,
311,너의 췌장을 먹고 싶어,10,
312,데시벨,10,와.... 미처따..
313,세상에서 가장 빠른 인디언,9,"”5분만이라도 오토바이를 탄채 전력을 다하는게 다른 사람들이 평생을 사는 것보다 더 의미 있을 수도 있단다.“ 무언가 한가지 분야에 미쳐서 믿겨지지 않는 열정을 쏟는다거나 그 분야에 대해 상기 된 얼굴로 열변을 토하고 있는 사람의 모습은 참 그렇게도 빛날 수가 없다. 버트 먼로는 그래서 가야할 때 갈 수 있었고, 지구 반대편까지 가는 과정에서 닥친 수많은 위기들에도 만나는 사람들마다 그 순수한 열정으로 감화 시키며 그들의 도움을 받아 꿈의 자리까지 설 수 있었던 것 아닐까"
314,더 퍼스트 슬램덩크,10,진짜 심장이 떨리게 만들었다
315,은지: 돌이킬 수 없는 그녀,8,신안 앞바다 천사도
316,플레인,6,뻔한듯 보이지만 약간의 변주의 기술이 좋다
317,날씨의 아이,10,스즈메 보고 다시 봤는데 명작이네요
318,인비저블 킬러,1,이거 어떤 관객층을 노린걸까?  유치원생? 초등학생?
319,샤잠! 신들의 분노,2,디씨 마블 완전히 나락으로 떨어졌구나... 히어로물이 7점대가 뭐니
320,압꾸정,4,최근 본 컨텐츠중 최악배우가 아까워요
321,무정의 제3부두,7,남자의길을 막지 마
322,더 퍼스트 슬램덩크,10,슬램덩크 이라는 애니의 이름만 알았던 21살인데 아무것도 모르고 봤는데 나올때 감탄하며 나왔습니다 어렸을때 tv 틀면 나오는 단순 농구 만화인줄만 알았는데 단순 농구뿐만아니라 그안에 삶과 사람이 담겨있네요
323,유체이탈자,6,소재는 신선했으나 뻔한 내용배우들 액션신만 볼만했음제작비에 투자 좀 하지. .
324,에브리씽 에브리웨어 올 앳 원스,8,"홍현희씨 열연 잘봤고, 화려한 액션씬들 대단하더군요. 메시지는 고리타분한데 오스카뽕맞고 보면 감동입니다"
325,소울메이트,10,"너는 나를 그리며 살았고, 나는 너를 그리며 살았다. 같은 공간에서, 다른 공간에서 너와 내가 그려온 모든 청춘의 한페이지"
326,멍뭉이,5,감동과 웃음을 동시에 주기가 이렇게 힘들다네.
327,스네이크 아이즈: 지.아이.조,1,이런 개OOO 영화 진심 처음 봄 내용부터 모든게 OOO 였음 진짜 뭐 할말이 없다 쓰레기 밖에
328,코렐라인: 비밀의 문,10,스톱모션의 정수같아요 스토리가 질리지않아요
329,스즈메의 문단속,9,"너의 이름은, 날씨의 아이와 같은 맥락이지만 확연히 다른 영화"
330,스즈메의 문단속,5,세상을 나를 속이는건가..? 절대 7점 이상 별점이 나올 작품이 아니다 이건. ost도 참새 하나 빼고는 다 별로고 특히 스토리는....개연성도 너무 부족하고 떡밥 회수도 못하고 그냥 못만들었다. 너의 이름은이랑 같은 감독이라는게 말이 안될 정도로 못만든 작품. 영화관에서 보기 돈 아깝다
331,더 킬러: 죽어도 되는 아이,1,아저씨와 존윅을 교묘히 섞은 졸작... 개폼 잡는다고 어눌하게 하는 발음을 듣고 싶거나 장혁의 발연기가 보고싶다면 추천~~
332,스즈메의 문단속,8,미려한 작화에 역동적인 연출. 다만 재난을 공감하기엔 어쩔수 없이 조금은 먼 거리.
333,스즈메의 문단속,10,"사랑에 빠지는 것도 갑자기, 가족을 잃는 것도 갑자기, 좋은 인연을 만드는 것도 갑자기, 재난도 갑자기인생은 그런것이 아닐까 어느 순간 모든것이 갑자기 사라졌다가 다시 채워지는 것. 재난에서 살아남은 이들과 삶의 목적인 가족을 잃은 이들에게 하고픈 말을 보여준 영화"
334,로스트 시티,4,산드라와 채닝의 케미는 재앙수준이다. 브래드가 등장했을 때가 가장 그럴듯했다.
335,원피스 필름 레드,1,25년 정 때문에 첨부터 끝까지 욕하면서 본 최악의 극장판
336,샤잠! 신들의 분노,6,기대 없이 보면 의외로 볼만하다. 다만 높은 티켓값에 기대 없이 볼수 있을런지...
